"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","DLT_pts","duration"
39,"bf.s2",0,0,0,0,0,0,0,0,0
39,"bf.total",7.39,13.1,13.81,8.48,2.52,45.29,2.52,6.39,28.35
39,"ours1.s1",8.68,13.02,13.23,8.36,2.78,46.06,2.78,0,23.08
39,"ours1.s2",0,0.01,0.12,0.5,0.25,0.87,0.25,0,0.58
39,"ours1.total",8.68,13.03,13.35,8.86,3.03,46.93,3.03,6.35,23.66
39,"ours2.s1",8.59,12.99,13.35,8.28,2.7,45.9,2.7,0,23.44
39,"ours2.s2",0,0,0.1,0.47,0.24,0.82,0.24,0,0.56
39,"ours2.total",8.59,12.99,13.45,8.75,2.95,46.72,2.95,6.39,24
39,"ours3.s1",8.54,12.93,13.27,8.37,2.8,45.91,2.8,0,23.33
39,"ours3.s2",0,0,0,0,0,0,0,0,0
39,"ours3.total",8.54,12.93,13.27,8.37,2.8,45.91,2.8,6.36,23.33
39,"titeet",4.9,11.4,8.4,4,1.2,29.9,1.2,3.7,20.37
39,"tite12",4.2,6.8,6.3,5.3,3.1,25.7,3.1,4,19.65
39,"bfet",7.15,12.27,12.57,7.59,2.66,42.24,2.66,5.62,19.7
38,"ours0.s1",12.35,12.88,11.26,6.51,1.94,44.94,1.94,0,27.79
38,"ours0.s2",0,0.02,0.16,0.36,0.14,0.68,0.14,0,0.46
38,"ours0.total",12.35,12.9,11.41,6.87,2.07,45.62,2.07,6.89,28.25
38,"bf.s1",11.64,13.33,11.86,6.98,2.02,45.84,2.02,0,27.9
38,"bf.s2",0,0,0,0,0,0,0,0,0
38,"bf.total",11.64,13.33,11.86,6.98,2.02,45.84,2.02,7.07,27.9
38,"ours1.s1",12.17,12.82,11.45,6.73,2.1,45.27,2.1,0,22.59
38,"ours1.s2",0,0.01,0.19,0.52,0.2,0.93,0.2,0,0.59
38,"ours1.total",12.17,12.83,11.65,7.25,2.3,46.2,2.3,6.94,23.17
38,"ours2.s1",12.22,12.74,11.43,6.77,2.13,45.29,2.13,0,22.84
38,"ours2.s2",0,0,0.19,0.48,0.23,0.9,0.23,0,0.57
38,"ours2.total",12.22,12.75,11.62,7.25,2.36,46.19,2.36,6.95,23.42
38,"ours3.s1",12.19,12.83,11.34,6.82,2.27,45.45,2.27,0,22.94
38,"ours3.s2",0,0,0,0,0,0,0,0,0
38,"ours3.total",12.19,12.83,11.34,6.82,2.27,45.45,2.27,6.96,22.94
38,"titeet",13.2,9,5.1,2.1,0.5,29.9,0.5,3.8,18.53
38,"tite12",6.3,6.1,5.1,4.1,2.3,23.9,2.3,3.9,18.12
38,"bfet",11.36,12.09,9.95,5.97,2.05,41.42,2.05,6.04,18.3
40,"ours0.s1",9.15,12.65,12.01,9.01,4.37,47.19,-1,0,29.01
40,"ours0.s2",0,0.01,0.12,0.43,0.44,1,-1,0,0.67
40,"ours0.total",9.15,12.65,12.13,9.44,4.81,48.19,-1,5.97,29.69
40,"bf.s1",7.98,12.67,12.68,9.48,4.34,47.14,-1,0,29.18
40,"bf.s2",0,0,0,0,0,0,-1,0,0
40,"bf.total",7.98,12.67,12.68,9.48,4.34,47.14,-1,6.08,29.18
40,"ours1.s1",9.1,12.48,12.09,9.09,4.56,47.32,-1,0,23.78
40,"ours1.s2",0,0,0.15,0.68,0.54,1.38,-1,0,0.86
40,"ours1.total",9.1,12.48,12.24,9.77,5.11,48.7,-1,6.01,24.64
40,"ours2.s1",8.99,12.46,12.15,8.97,4.45,47.03,-1,0,23.99
40,"ours2.s2",0,0,0.13,0.63,0.51,1.27,-1,0,0.81
40,"ours2.total",8.99,12.46,12.28,9.6,4.96,48.3,-1,6.01,24.8
40,"ours3.s1",9.01,12.57,12.13,8.97,4.52,47.21,-1,0,24.12
40,"ours3.s2",0,0,0,0,0,0,-1,0,0
40,"ours3.total",9.01,12.57,12.13,8.97,4.52,47.21,-1,5.99,24.12
40,"titeet",5.8,11.8,7.2,3.7,1.5,30,-1,3.4,20.19
40,"tite12",4,6.6,5.9,5.2,3.6,25.3,-1,3.4,19.65
40,"bfet",7.61,11.51,11.2,8.23,4.17,42.72,-1,5.23,19.9
