"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","early.stop"
144,"OBD.bfet",3.3,6.4,10.6,56.1,23.4,
133,"MTD.ours0",0.12,2.76,23.72,53.82,19.58,0
133,"OBD.ours0",2.28,6.14,63.9,22.26,4.28,
133,"MTD.bf",0.14,2.54,22.18,56.6,18.54,0
133,"OBD.bf",2.66,5.98,61.92,23.66,4.94,
133,"MTD.ours1",0.08,2.9,23.4,52.22,21.4,0
133,"OBD.ours1",2.26,5.88,63.18,22.62,4.78,
133,"MTD.ours2",0.18,2.54,23.3,52.98,21,0
133,"OBD.ours2",2.4,7.22,60.44,24.2,4.54,
133,"MTD.ours3",0.16,2.44,22.78,54.32,20.3,0
133,"OBD.ours3",2.54,7.24,58.26,25.56,5.16,
133,"MTD.titeet",0.1,1.3,33.8,49.8,14.9,0.3
133,"OBD.titeet",8.2,10.7,49.2,23.5,8.1,
133,"MTD.tite12",0,0.7,9,31,59,0.16
133,"OBD.tite12",6.9,8.1,48.8,25.6,10.4,
133,"MTD.bfet",,,,,,0.8
133,"OBD.bfet",4.3,6.9,56.4,25.5,6.1,
173,"MTD.ours0",0.16,2.44,23.06,55.22,19.12,0
173,"OBD.ours0",2.62,5.26,63.6,23.64,4.06,
173,"MTD.bf",0.14,2.64,21.68,56.56,18.98,0
173,"OBD.bf",2.58,5.28,62.04,23.9,5.38,
173,"MTD.ours1",0.1,2.3,23.44,54.5,19.66,0
173,"OBD.ours1",1.96,6.34,63.88,22.94,3.82,
173,"MTD.ours2",0.1,2.4,23.04,54.08,20.38,0
173,"OBD.ours2",2.32,6.08,62.46,23.46,4.66,
173,"MTD.ours3",0.16,2.22,22.24,55.4,19.98,0
173,"OBD.ours3",2.4,6.26,59.42,25.16,5.76,
173,"MTD.titeet",0.1,1.5,34.3,49.6,14.4,0.4
173,"OBD.titeet",8.2,10.5,50.8,22.1,7.9,
173,"MTD.tite12",0,0.6,8.9,31.9,58.5,0.06
173,"OBD.tite12",6.1,8.5,48.5,26.3,10.5,
173,"MTD.bfet",,,,,,1
173,"OBD.bfet",5.1,6.9,56.4,25.5,5,
130,"MTD.ours0",1.16,6.58,22.36,31.7,38.18,0.02
130,"OBD.ours0",5.7,44.86,26.44,15.84,6.92,
130,"MTD.bf",0.94,6.72,23.64,32.46,36.24,0
130,"OBD.bf",5.36,44.84,27.22,15.58,6.88,
130,"MTD.ours1",1.42,6.58,23.68,30.16,38.12,0.04
130,"OBD.ours1",5.84,44.62,25.42,17.42,6.4,
130,"MTD.ours2",1.38,5.98,23.38,29.46,39.74,0.06
130,"OBD.ours2",5.28,43.68,26.58,16.64,7.36,
130,"MTD.ours3",1,6.58,22.04,30.8,39.58,0
130,"OBD.ours3",7.08,41.68,26.14,17.86,7,
130,"MTD.titeet",0.5,22.1,33.9,27.4,16,0.2
130,"OBD.titeet",12.4,42.8,24.4,14.1,6.1,
130,"MTD.tite12",0.1,1.9,9.8,28,60.1,0.06
130,"OBD.tite12",7,35,24.7,20.6,12.7,
130,"MTD.bfet",,,,,,1
130,"OBD.bfet",7.9,41.6,26.3,16.9,6.3,
232,"MTD.ours0",2.98,35.72,44.28,14.02,2.96,0.04
232,"OBD.ours0",17.12,58.86,19.28,3.3,0.5,
232,"MTD.bf",2.48,34.26,45.52,14.62,3.12,0
232,"OBD.bf",14.4,58.4,21.32,4.42,0.86,
232,"MTD.ours1",3.12,34.26,45.5,13.9,3.22,0
232,"OBD.ours1",17.24,57.22,20.24,3.5,0.76,
232,"MTD.ours2",3.36,33.24,46.6,14.06,2.66,0.08
232,"OBD.ours2",17.56,57.44,20.32,3.24,0.38,
232,"MTD.ours3",2.36,34.24,44.96,14.68,3.76,0
232,"OBD.ours3",16.16,55.72,21.42,4.72,0.96,
232,"MTD.titeet",2.2,41.3,41.4,13.1,2,1.7
232,"OBD.titeet",20.6,46.5,21.6,8.1,1.6,
232,"MTD.tite12",0.3,11.2,30.2,31.3,26.7,0.28
232,"OBD.tite12",17.9,43.1,23.2,11.2,4.2,
232,"MTD.bfet",,,,,,1
232,"OBD.bfet",17.6,56,20.6,4.1,0.6,
128,"MTD.ours0",5.32,16.98,32.6,31.9,13.06,0.14
128,"OBD.ours0",45.58,28.28,17.68,7.16,1.1,
128,"MTD.bf",4.48,16.12,33.46,31.98,13.86,0.1
128,"OBD.bf",41.58,29.26,18.2,8.76,2.06,
128,"MTD.ours1",5.66,15.94,31.66,31.8,14.9,0.04
128,"OBD.ours1",43.48,28.74,18.36,7.48,1.86,
128,"MTD.ours2",5.26,16.9,31.62,31.92,14.2,0.1
128,"OBD.ours2",44.2,27.88,18.42,7.88,1.5,
128,"MTD.ours3",4.4,16.02,32.08,32.02,15.36,0.12
128,"OBD.ours3",41.3,28.7,18.68,9.32,1.8,
128,"MTD.titeet",16.2,29.7,31.5,17.4,5,0.1
128,"OBD.titeet",44.8,27.4,17,8.1,2.5,
128,"MTD.tite12",0.8,5.6,28.9,28.3,36.4,0.12
128,"OBD.tite12",34.9,27.2,19.1,13.3,5.3,
128,"MTD.bfet",,,,,,0.3
128,"OBD.bfet",44.7,27.9,16.9,8.4,1.8,
100,"MTD.ours0",1.28,6.78,22.42,30.62,38.9,0
100,"OBD.ours0",5.34,43.42,25.74,17.26,7.88,
100,"MTD.bf",0.94,6.34,23.34,31.82,37.56,0
100,"OBD.bf",6.86,44.28,26.58,15.42,6.74,
100,"MTD.ours1",1.3,6.98,22.8,30.78,38.1,0.04
100,"OBD.ours1",5.6,44.18,25.64,16.96,7.38,
100,"MTD.ours2",1.08,6.24,23.76,30.7,38.22,0
100,"OBD.ours2",5.72,43.06,26.76,16.72,7.52,
100,"MTD.ours3",1.06,6.28,22.7,30.68,39.28,0
100,"OBD.ours3",7.08,41.54,26.98,17.12,6.94,
100,"MTD.titeet",0.4,21.9,33.3,28,16.4,0.3
100,"OBD.titeet",12.9,41.4,23.6,15.3,6.5,
100,"MTD.tite12",0.2,2.2,10.3,28.5,58.8,0.02
100,"OBD.tite12",8.5,36.7,23.4,19.1,12.3,
100,"MTD.bfet",,,,,,0.9
100,"OBD.bfet",7.4,42,26,16.6,7.1,
160,"MTD.ours0",1.7,7.42,24.26,31.36,35.26,0
160,"OBD.ours0",6.28,45.56,25.72,15.62,6.5,
160,"MTD.bf",0.92,6.98,24.28,31.9,35.92,0
160,"OBD.bf",4.68,44.88,26.52,16.78,7.02,
160,"MTD.ours1",1.16,7.16,22.84,30.72,38.12,0
160,"OBD.ours1",5.78,43.92,27.36,16.18,6.56,
160,"MTD.ours2",1.14,6.96,23.12,30.76,38.02,0
160,"OBD.ours2",5.36,45.46,26.22,15.64,7.08,
160,"MTD.ours3",1,6.72,22.6,30.96,38.72,0
160,"OBD.ours3",6.56,41.08,26.72,18.1,7.34,
160,"MTD.titeet",0.2,22.2,34,27,16.6,0.3
160,"OBD.titeet",11.2,43.3,24,14.8,6.3,
160,"MTD.tite12",0.1,2.2,9.5,27.3,60.8,0.14
160,"OBD.tite12",7,34.4,24.2,20.4,13.9,
160,"MTD.bfet",,,,,,1.2
160,"OBD.bfet",8.3,42.5,25.8,16.7,5.4,
163,"MTD.ours0",0.1,2.5,23.3,53.86,20.24,0
163,"OBD.ours0",2.22,6.42,63.3,23.52,3.68,
163,"MTD.bf",0.14,2.74,21.8,55.96,19.36,0
163,"OBD.bf",2.62,5.66,61.6,24.08,5.18,
163,"MTD.ours1",0.08,2.28,23.32,53.42,20.9,0
163,"OBD.ours1",2.64,5.92,62.56,23.64,4.4,
163,"MTD.ours2",0.12,2.36,23.36,52.94,21.22,0
163,"OBD.ours2",2.84,6.2,61.9,23.66,4.68,
163,"MTD.ours3",0.14,2.28,22.52,54.6,20.46,0
163,"OBD.ours3",2.3,6.98,59.12,25.18,5.4,
163,"MTD.titeet",0.1,1.9,34.7,49.2,14.2,0.6
163,"OBD.titeet",7.5,10.8,50.5,22.3,8.3,
163,"MTD.tite12",0,0.6,9.6,32.5,57.2,0.14
163,"OBD.tite12",6.6,9,49.6,24.3,10.3,
163,"MTD.bfet",,,,,,0.8
163,"OBD.bfet",4.5,7.1,56.7,25.4,5.5,
143,"MTD.ours0",0.12,2.36,23.46,55.2,18.86,0
143,"OBD.ours0",2.4,5.4,64.12,23.26,4,
143,"MTD.bf",0.14,2.64,21.74,56.44,19.04,0
143,"OBD.bf",2.64,5.28,62.02,23.9,5.34,
143,"MTD.ours1",0.18,2.4,23.02,53.82,20.58,0
143,"OBD.ours1",2.74,6.3,61.12,24.2,4.46,
143,"MTD.ours2",0.04,2.06,23.5,55,19.4,0
143,"OBD.ours2",2.3,6.02,62.76,23.78,4.2,
143,"MTD.ours3",0.16,2.24,22.28,55.46,19.86,0
143,"OBD.ours3",2.32,6.64,59.04,25.34,5.64,
143,"MTD.titeet",0.1,1.6,35,49,14.3,0.4
143,"OBD.titeet",8.5,10.7,49.4,22,9.1,
143,"MTD.tite12",0,0.5,9.1,31.7,58.5,0.14
143,"OBD.tite12",6.9,8.1,49.3,25.3,10.2,
143,"MTD.bfet",,,,,,1
143,"OBD.bfet",4.9,6.6,56.5,25.7,5.3,
271,"MTD.ours0",37.02,45.32,13.52,2.54,0.62,0.98
271,"OBD.ours0",73.28,21.06,3.56,0.42,0.08,
271,"MTD.bf",35.74,46.6,13.3,2.68,0.36,1.32
271,"OBD.bf",71.36,22.12,4.16,0.68,0.02,
271,"MTD.ours1",35.6,45.28,14.28,3.14,0.44,1.26
271,"OBD.ours1",71.98,22.3,3.38,0.62,0.02,
271,"MTD.ours2",35.86,44.84,14.78,2.58,0.42,1.52
271,"OBD.ours2",72.72,20.92,3.84,0.5,0.04,
271,"MTD.ours3",35.64,45.22,14.02,3.3,0.54,1.28
271,"OBD.ours3",72.1,20.62,4.34,0.92,0.1,
271,"MTD.titeet",34.9,46.7,14.1,3,0.6,1.1
271,"OBD.titeet",59.8,26,9.3,3.3,0.5,
271,"MTD.tite12",9,29,32,17.6,11.9,0.58
271,"OBD.tite12",52.7,27.8,12.2,5.1,1.7,
271,"MTD.bfet",,,,,,1.6
271,"OBD.bfet",70.3,22.2,5.2,0.7,0.1,
186,"MTD.ours0",0.08,2.56,17.66,55.2,24.5,0
186,"OBD.ours0",5,11.92,19.46,53.04,7.84,
186,"MTD.bf",0.14,2.68,18,55.5,23.68,0
186,"OBD.bf",8.68,12.78,19.96,48.76,8.76,
186,"MTD.ours1",0.12,2.12,18.56,53.82,25.38,0
186,"OBD.ours1",4.4,12.72,20.8,51.26,8.3,
186,"MTD.ours2",0.16,2.66,19.4,54.18,23.6,0
186,"OBD.ours2",5.4,12.28,20.54,50.42,8.32,
186,"MTD.ours3",0.14,2.48,18.3,53.16,25.92,0
186,"OBD.ours3",4.9,14.18,21.68,47.38,9.14,
186,"MTD.titeet",0.1,1.6,20,58.4,19.9,0.4
186,"OBD.titeet",11.4,15.5,15.6,42,15,
186,"MTD.tite12",0,0.8,8.6,31.4,58.8,0.38
186,"OBD.tite12",11.1,13.6,15.7,42.2,17,
186,"MTD.bfet",,,,,,0.7
186,"OBD.bfet",8.3,11.7,17.4,51.4,10.5,
149,"MTD.ours0",0.08,6.38,40.9,37.48,15.16,0
149,"OBD.ours0",7.36,53.2,27.12,10.68,1.54,
149,"MTD.bf",0.14,6.18,41.32,37.38,14.98,0
149,"OBD.bf",6.3,51.04,28.1,11.26,3.26,
149,"MTD.ours1",0.1,5.98,41.3,36.38,16.24,0
149,"OBD.ours1",7.88,52.7,26.24,10.98,2.08,
149,"MTD.ours2",0.1,6.04,39.8,37.76,16.3,0
149,"OBD.ours2",8.22,51.28,26.18,11.82,2.38,
149,"MTD.ours3",0.16,6.34,40.54,37.04,15.92,0
149,"OBD.ours3",7.76,50.1,27.12,11.78,3.16,
149,"MTD.titeet",0,18,44.3,29,8.6,0.1
149,"OBD.titeet",16.9,42.9,23.3,12.6,4.2,
149,"MTD.tite12",0,2.3,17.7,33.9,45.9,0.06
149,"OBD.tite12",12.6,40.2,24.3,16.1,6.7,
149,"MTD.bfet",,,,,,0.1
149,"OBD.bfet",7.5,49.9,28.4,11.5,2.6,
182,"MTD.ours0",3.68,33.88,43.4,15.3,3.74,0
182,"OBD.ours0",16.88,57.2,20.54,3.78,0.64,
182,"MTD.bf",2.64,34.4,44.32,15.26,3.38,0
182,"OBD.bf",16.06,57.2,21.32,4.12,0.72,
182,"MTD.ours1",2.82,32.64,43.44,16.52,4.54,0.04
182,"OBD.ours1",17.06,55.5,21.62,4.22,0.72,
182,"MTD.ours2",3.26,32.96,43.7,16.4,3.6,0.08
182,"OBD.ours2",17.86,56.08,20.32,4.24,0.46,
182,"MTD.ours3",2.72,33.68,42.7,16.48,4.42,0
182,"OBD.ours3",18.16,54.08,21.16,4.9,0.8,
182,"MTD.titeet",2.8,39.8,41.7,13,2.7,1.5
182,"OBD.titeet",21.1,44.4,22.7,7.9,2.4,
182,"MTD.tite12",0.4,11.9,30.8,29.4,27.2,0.34
182,"OBD.tite12",17.5,43.7,23.7,10.7,4,
182,"MTD.bfet",,,,,,1.2
182,"OBD.bfet",17.5,53.1,22,5.5,0.8,
202,"MTD.ours0",3.04,34.8,44.88,14.32,2.94,0.02
202,"OBD.ours0",16.72,59.28,19.6,3.02,0.42,
202,"MTD.bf",2.48,34.26,45.52,14.62,3.12,0
202,"OBD.bf",14.4,58.4,21.32,4.42,0.86,
202,"MTD.ours1",3.22,33.22,45.72,14.76,3.04,0.04
202,"OBD.ours1",16.68,56.9,20.78,3.74,0.66,
202,"MTD.ours2",3.34,33.7,45.32,14.68,2.9,0.06
202,"OBD.ours2",17.12,56.84,20.38,3.88,0.46,
202,"MTD.ours3",2.38,34.1,45.08,14.8,3.64,0
202,"OBD.ours3",16.34,55.6,21.4,4.72,0.92,
202,"MTD.titeet",1.7,42.4,40.7,12.4,2.7,1.6
202,"OBD.titeet",20.4,47.2,21.6,7.4,1.8,
202,"MTD.tite12",0.5,11.7,30.4,30,27,0.38
202,"OBD.tite12",18.4,41.4,24.5,11.2,4.1,
202,"MTD.bfet",,,,,,0.9
202,"OBD.bfet",17,56,21.1,4.4,0.6,
109,"MTD.ours0",0.08,5.62,41.94,37.36,14.98,0.02
109,"OBD.ours0",7.06,51.82,27.76,11.06,2.22,
109,"MTD.bf",0.14,5.82,41.58,37.98,14.48,0
109,"OBD.bf",6.8,52,27.94,10.6,2.62,
109,"MTD.ours1",0.2,5.76,39.24,37.86,16.94,0
109,"OBD.ours1",6.9,52,26.34,12.44,2.28,
109,"MTD.ours2",0.04,6.72,40.06,37.26,15.92,0
109,"OBD.ours2",7.46,51.3,26.98,11.68,2.52,
109,"MTD.ours3",0.16,6.18,39.52,37.16,16.98,0
109,"OBD.ours3",8.16,47.92,27.3,13.6,2.9,
109,"MTD.titeet",0.1,17.3,44.8,28.5,9.4,0.1
109,"OBD.titeet",18.5,41.7,23.6,12.1,4,
109,"MTD.tite12",0,2.3,17.7,35.1,44.8,0.04
109,"OBD.tite12",11.9,40.7,25,15.6,6.8,
109,"MTD.bfet",,,,,,0.1
109,"OBD.bfet",8.1,47.8,27.8,13.1,3,
98,"MTD.ours0",4.56,15.58,33.06,31.62,15.12,0.06
98,"OBD.ours0",42.86,29.12,18.3,7.98,1.64,
98,"MTD.bf",4.48,15.4,32.94,33.38,13.7,0.1
98,"OBD.bf",42.9,29.14,18,8.22,1.6,
98,"MTD.ours1",5.06,15.56,31.9,31.72,15.58,0.18
98,"OBD.ours1",43.42,28.24,17.92,8.48,1.64,
98,"MTD.ours2",5.14,17.06,31.6,30.82,15.26,0.12
98,"OBD.ours2",42.5,29.52,17.44,8.68,1.7,
98,"MTD.ours3",4.4,16.3,31.54,32.66,14.98,0.12
98,"OBD.ours3",41.58,28.7,19.06,8.74,1.68,
98,"MTD.titeet",17.3,30.2,30.4,17.1,4.8,0.2
98,"OBD.titeet",44.8,27.5,16.6,8.5,2.5,
98,"MTD.tite12",0.8,5.6,28.7,29.4,35.3,0.02
98,"OBD.tite12",34.7,28.1,18.7,13.2,5.3,
98,"MTD.bfet",,,,,,0.2
98,"OBD.bfet",43.7,28,17.8,8.2,2,
252,"MTD.ours0",2.98,34.34,43.64,16.04,3,0
252,"OBD.ours0",16.42,57.54,21.3,3.48,0.4,
252,"MTD.bf",2.68,34.44,45.32,14.22,3.34,0
252,"OBD.bf",15.2,57.32,21.44,4.54,0.92,
252,"MTD.ours1",2.82,34.42,45.2,14.12,3.44,0
252,"OBD.ours1",17.98,56.92,19.6,4.16,0.42,
252,"MTD.ours2",2.88,35.16,45.76,13.36,2.8,0.04
252,"OBD.ours2",17.74,57.3,20.1,3.46,0.42,
252,"MTD.ours3",2.56,34.06,45.26,14.92,3.2,0
252,"OBD.ours3",16.86,55.42,21.12,5.06,0.7,
252,"MTD.titeet",2,42,39.5,13.6,2.8,1.3
252,"OBD.titeet",20.1,46.9,22,7.8,1.9,
252,"MTD.tite12",0.5,12,31.1,30.1,26.2,0.18
252,"OBD.tite12",18,43.2,23.6,10.7,4.3,
252,"MTD.bfet",,,,,,1.5
252,"OBD.bfet",19.3,54.3,20,4.4,0.5,
129,"MTD.ours0",0.14,6.44,40.58,36.68,16.16,0
129,"OBD.ours0",7.7,51.46,27.46,11.08,2.26,
129,"MTD.bf",0.14,6.02,40.86,38.08,14.9,0
129,"OBD.bf",7.2,51.26,27.92,11.08,2.5,
129,"MTD.ours1",0.14,5.74,39.74,37.18,17.2,0
129,"OBD.ours1",7.98,50.56,27.98,11,2.44,
129,"MTD.ours2",0.2,6.36,39.14,37.02,17.26,0.02
129,"OBD.ours2",8.56,50.16,27.32,11.36,2.42,
129,"MTD.ours3",0.16,6.56,38.44,37.54,17.3,0
129,"OBD.ours3",10.42,47.8,26.54,12.4,2.64,
129,"MTD.titeet",0,17.8,45.1,28.1,8.9,0.1
129,"OBD.titeet",15.6,44,23.4,13,4,
129,"MTD.tite12",0,2,17,35.3,45.6,0.12
129,"OBD.tite12",11.8,41.3,23.4,16.9,6.5,
129,"MTD.bfet",,,,,,0.1
129,"OBD.bfet",9.6,46.8,26.9,13.9,2.6,
245,"MTD.ours0",1.7,22.44,51.96,20.12,3.78,0
245,"OBD.ours0",15.74,22.16,51.3,6.94,0.9,
245,"MTD.bf",1.46,22.5,51.2,20.5,4.34,0
245,"OBD.bf",16.5,20.76,51.14,8.04,1.34,
245,"MTD.ours1",2.08,21.46,50.96,21.08,4.38,0.04
245,"OBD.ours1",16.3,20.34,51.38,7.68,1.18,
245,"MTD.ours2",1.38,21.86,51.32,20.64,4.78,0.02
245,"OBD.ours2",14.72,21.54,51.46,7.22,1.08,
245,"MTD.ours3",1.56,22.24,49.48,21.84,4.88,0
245,"OBD.ours3",15.9,21.88,48.38,8.84,1.48,
245,"MTD.titeet",1.3,19.9,55.1,20.4,3.2,2
245,"OBD.titeet",18.6,15.4,45,15,4,
245,"MTD.tite12",0.2,6,32.5,28.1,32.6,0.46
245,"OBD.tite12",17.5,15.9,44.1,15.7,6.3,
245,"MTD.bfet",,,,,,2.9
245,"OBD.bfet",18.7,19.5,47.4,10,1.5,
341,"MTD.ours0",35.7,46.76,13.4,2.56,0.3,1.28
341,"OBD.ours0",72.8,21.46,3.16,0.6,0.02,
341,"MTD.bf",35.98,46.86,13.3,2.3,0.24,1.32
341,"OBD.bf",72.1,21.68,3.98,0.6,0.04,
341,"MTD.ours1",35.24,47.52,13.28,2.36,0.26,1.34
341,"OBD.ours1",72.84,21.56,3.12,0.38,0.02,
341,"MTD.ours2",35.92,47.4,12.9,2.12,0.36,1.3
341,"OBD.ours2",74.32,20.52,2.92,0.34,0.04,
341,"MTD.ours3",35.16,47.36,13.56,2.36,0.28,1.28
341,"OBD.ours3",72.7,20.62,3.92,0.7,0.08,
341,"MTD.titeet",35.6,46,14.1,2.8,0.6,1.7
341,"OBD.titeet",61.2,25.6,8.6,2.4,0.5,
341,"MTD.tite12",9.1,28.9,33.6,15.3,12.3,0.8
341,"OBD.tite12",53.4,27.4,12.2,4.4,1.7,
341,"MTD.bfet",,,,,,2.4
341,"OBD.bfet",73.2,19.9,3.8,0.6,0.1,
262,"MTD.ours0",3.04,35.54,44.1,14.44,2.84,0.04
262,"OBD.ours0",16.64,59.46,19.12,3.4,0.52,
262,"MTD.bf",2.48,34.28,45.52,14.58,3.14,0
262,"OBD.bf",14.36,58.44,21.34,4.42,0.84,
262,"MTD.ours1",3.08,33.5,44.96,15.06,3.36,0.04
262,"OBD.ours1",17.36,57.92,19.58,3.52,0.7,
262,"MTD.ours2",3.16,34.3,44.76,14.48,3.24,0.06
262,"OBD.ours2",17.08,57.7,20.16,3.46,0.6,
262,"MTD.ours3",2.36,34.46,44.94,14.62,3.62,0
262,"OBD.ours3",16.52,55.68,21.12,4.72,0.94,
262,"MTD.titeet",1.8,41.4,41,12.9,2.9,1.7
262,"OBD.titeet",21,47.1,20.6,7.7,1.9,
262,"MTD.tite12",0.6,12,30.1,30.8,26.3,0.28
262,"OBD.tite12",18.9,42.1,24,10.3,4.4,
262,"MTD.bfet",,,,,,1.1
262,"OBD.bfet",18.2,55.9,20.2,4,0.5,
281,"MTD.ours0",34.28,47.82,14.24,2.1,0.22,1.34
281,"OBD.ours0",72.06,22.4,3.46,0.26,0,
281,"MTD.bf",35.46,47.56,13.32,2.18,0.2,1.28
281,"OBD.bf",71.98,21.54,4.08,0.7,0.04,
281,"MTD.ours1",35.3,46.8,14.1,2.26,0.28,1.26
281,"OBD.ours1",72.3,21.8,3.72,0.36,0.02,
281,"MTD.ours2",34.88,47.28,14.24,2.3,0.32,0.98
281,"OBD.ours2",72.92,21.52,3.64,0.44,0.04,
281,"MTD.ours3",34.88,47.44,13.66,2.44,0.32,1.26
281,"OBD.ours3",72.7,20.48,4.04,0.62,0.16,
281,"MTD.titeet",36.8,46,13.5,3,0.3,0.8
281,"OBD.titeet",61.2,26,9.3,2.3,0.4,
281,"MTD.tite12",8.9,27.7,34.3,16.8,11.9,0.5
281,"OBD.tite12",52.7,28.2,11.9,5,1.7,
281,"MTD.bfet",,,,,,0.9
281,"OBD.bfet",73.2,21.1,4,0.7,0.1,
179,"MTD.ours0",0.08,6.44,40,38.04,15.44,0
179,"OBD.ours0",7.3,52.7,26.84,11.1,1.92,
179,"MTD.bf",0.14,6.2,41.2,37.5,14.96,0
179,"OBD.bf",6.24,51.14,28.04,11.32,3.22,
179,"MTD.ours1",0.12,5.76,40.48,38.3,15.34,0
179,"OBD.ours1",8.02,51.7,27.02,11.1,2.1,
179,"MTD.ours2",0.14,6.3,39.62,36.96,16.98,0
179,"OBD.ours2",8.04,51.64,26.06,11.44,2.68,
179,"MTD.ours3",0.16,6.2,40.4,37.64,15.6,0
179,"OBD.ours3",7.8,49.62,27.44,11.72,3.34,
179,"MTD.titeet",0,17.2,44.9,28.3,9.6,0.1
179,"OBD.titeet",16.7,41.9,24.8,12.5,4,
179,"MTD.tite12",0,2.2,17,35.7,45.1,0.04
179,"OBD.tite12",12.5,39.2,25.3,16.1,6.8,
179,"MTD.bfet",,,,,,0.1
179,"OBD.bfet",8.2,50.1,28.2,11,2.3,
236,"MTD.ours0",0.1,2.14,19.3,56.3,22.16,0
236,"OBD.ours0",4.9,11.84,19.74,53.04,7.46,
236,"MTD.bf",0.14,2.38,18.62,56.08,22.78,0
236,"OBD.bf",8.12,11.94,19.7,50.44,8.72,
236,"MTD.ours1",0.1,2.36,18.46,55.24,23.84,0
236,"OBD.ours1",5.24,12.2,19.22,52.04,8.42,
236,"MTD.ours2",0.06,2.32,18.6,55.36,23.64,0.02
236,"OBD.ours2",4.82,12.42,18.96,52.1,8.52,
236,"MTD.ours3",0.12,1.96,17.7,56.28,23.94,0
236,"OBD.ours3",4.54,12,18.42,51.16,11,
236,"MTD.titeet",0.1,2.2,19.7,60.3,17.7,0.5
236,"OBD.titeet",12.6,15.4,16.4,41.7,13.5,
236,"MTD.tite12",0,0.7,8.1,32.7,58.4,0.16
236,"OBD.tite12",11.4,13.8,14.5,43.3,16.9,
236,"MTD.bfet",,,,,,1.1
236,"OBD.bfet",9.5,11.8,17.2,50.7,9.6,
226,"MTD.ours0",0.04,2.44,18.92,55.26,23.34,0
226,"OBD.ours0",4.54,12.08,21.8,50.88,8.2,
226,"MTD.bf",0.14,2.68,17.92,56.2,23.06,0
226,"OBD.bf",7.8,11.92,19.62,50.62,8.94,
226,"MTD.ours1",0.08,2.32,19.1,53.1,25.4,0
226,"OBD.ours1",4.86,13.1,19.64,50.2,9.3,
226,"MTD.ours2",0.16,2.3,19.48,54.3,23.76,0
226,"OBD.ours2",5.06,13.38,19.46,50.72,8.2,
226,"MTD.ours3",0.16,2.24,18.2,54.94,24.46,0
226,"OBD.ours3",4.38,12.68,18.56,51.2,10.4,
226,"MTD.titeet",0.1,2.1,18.8,59.7,19.3,0.5
226,"OBD.titeet",11.9,15.6,15,42.3,14.7,
226,"MTD.tite12",0,0.8,8.5,31.9,58.6,0.28
226,"OBD.tite12",11.3,13.6,15.4,43.2,16.2,
226,"MTD.bfet",,,,,,1
226,"OBD.bfet",9.7,12.1,17.1,51,9.1,
153,"MTD.ours0",0.16,2.08,23.96,54.86,18.94,0
153,"OBD.ours0",2.14,5.7,64.32,23.02,3.96,
153,"MTD.bf",0.14,2.74,22.12,55.92,19.08,0
153,"OBD.bf",2.6,5.92,61.68,23.92,5.06,
153,"MTD.ours1",0.06,2.4,23.64,53.08,20.82,0
153,"OBD.ours1",3.04,6.38,62.88,22.48,4.58,
153,"MTD.ours2",0.06,2.62,23.18,53.3,20.84,0
153,"OBD.ours2",2.96,6.74,60.84,23.88,4.66,
153,"MTD.ours3",0.16,2.66,23.06,53.12,21,0
153,"OBD.ours3",3.1,9.6,58.3,22.7,5.24,
153,"MTD.titeet",0.1,1.6,34.5,49.2,14.6,0.2
153,"OBD.titeet",8,11.1,49.5,23.7,7.5,
153,"MTD.tite12",0,0.5,9.3,32.3,57.7,0.18
153,"OBD.tite12",5.2,8.9,50.2,25,10.5,
153,"MTD.bfet",,,,,,0.7
153,"OBD.bfet",4.2,7.5,57.6,25.4,4.6,
206,"MTD.ours0",0.08,2.24,17.78,56.76,23.14,0
206,"OBD.ours0",4.5,11.34,19.12,53.88,8.22,
206,"MTD.bf",0.14,2.38,18.62,56.08,22.78,0
206,"OBD.bf",8.12,11.94,19.7,50.44,8.72,
206,"MTD.ours1",0.1,2.28,16.8,56.26,24.56,0
206,"OBD.ours1",4.94,12.12,18.48,53.32,8.24,
206,"MTD.ours2",0.06,2.28,18.44,55.88,23.34,0
206,"OBD.ours2",5.36,13.16,17.96,52.62,8.04,
206,"MTD.ours3",0.12,2,17.8,56.3,23.78,0
206,"OBD.ours3",4.68,12.22,18.5,51,10.72,
206,"MTD.titeet",0.1,1.9,19.8,59.7,18.4,0.6
206,"OBD.titeet",12.6,17.4,16,40.2,13.1,
206,"MTD.tite12",0,0.6,7.7,32.5,58.8,0.4
206,"OBD.tite12",10.2,13.3,16.3,42.5,17.2,
206,"MTD.bfet",,,,,,1.1
206,"OBD.bfet",9,11.6,16.9,51.2,10.1,
196,"MTD.ours0",0.1,2.38,19.02,55.3,23.2,0
196,"OBD.ours0",4.96,12.88,19.96,51.38,8.1,
196,"MTD.bf",0.14,2.68,17.84,56.2,23.14,0
196,"OBD.bf",7.8,11.92,19.58,50.56,9.02,
196,"MTD.ours1",0.08,2.42,17.86,55.9,23.74,0
196,"OBD.ours1",5.5,11.94,18.94,52.08,8.62,
196,"MTD.ours2",0.14,2.28,18.32,54.8,24.46,0
196,"OBD.ours2",4.9,11.92,19.74,51.46,8.86,
196,"MTD.ours3",0.16,2.24,18.22,55.08,24.3,0
196,"OBD.ours3",4.36,12.44,18.36,51.68,10.3,
